Sr No._x,Reference No (URN),Journal Date,"Date of
Purchase",Date of Expiry,Name of the Purchaser,Prefix_x,"Bond
Number_x",Denominations_x,Issue Branch Code,Issue Teller,Status,Prefix_Bond,Sr No._y,Date of,Name of the Political Party,"Account no. of
Political Party",Prefix_y,"Bond
Number_y",Denominations_y,"Pay Branch
Code",Pay Teller
6896,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11001,10000000,300,7905165,Paid,OC11001,8252,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11001,10000000,691,7516991
8185,3.00E+20,10-01-2022,10-01-2022,24-01-2022,SWAL CORPORATION LIMITED,OC,11002,10000000,300,7905165,Paid,OC11002,9571,17-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11002,10000000,691,7516991
6838,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11003,10000000,300,7905165,Paid,OC11003,8194,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11003,10000000,691,7516991
8182,3.00E+20,10-01-2022,10-01-2022,24-01-2022,SWAL CORPORATION LIMITED,OC,11004,10000000,300,7905165,Paid,OC11004,9568,17-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11004,10000000,691,7516991
6919,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11005,10000000,300,7905165,Paid,OC11005,8275,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11005,10000000,691,7516991
8158,3.00E+20,10-01-2022,10-01-2022,24-01-2022,SWAL CORPORATION LIMITED,OC,11006,10000000,300,7905165,Paid,OC11006,9544,17-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11006,10000000,691,7516991
6897,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11007,10000000,300,7905165,Paid,OC11007,8253,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11007,10000000,691,7516991
8156,3.00E+20,10-01-2022,10-01-2022,24-01-2022,SWAL CORPORATION LIMITED,OC,11008,10000000,300,7905165,Paid,OC11008,9542,17-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11008,10000000,691,7516991
6843,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11009,10000000,300,7905165,Paid,OC11009,8199,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11009,10000000,691,7516991
8166,3.00E+20,10-01-2022,10-01-2022,24-01-2022,SWAL CORPORATION LIMITED,OC,11010,10000000,300,7905165,Paid,OC11010,9552,17-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11010,10000000,691,7516991
6916,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11011,10000000,300,7905165,Paid,OC11011,8272,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11011,10000000,691,7516991
8163,3.00E+20,10-01-2022,10-01-2022,24-01-2022,SWAL CORPORATION LIMITED,OC,11012,10000000,300,7905165,Paid,OC11012,9549,17-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11012,10000000,691,7516991
6933,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11013,10000000,300,7905165,Paid,OC11013,8289,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11013,10000000,691,7516991
8176,3.00E+20,10-01-2022,10-01-2022,24-01-2022,SWAL CORPORATION LIMITED,OC,11014,10000000,300,7905165,Paid,OC11014,9562,17-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11014,10000000,691,7516991
6925,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11015,10000000,300,7905165,Paid,OC11015,8281,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11015,10000000,691,7516991
8178,3.00E+20,10-01-2022,10-01-2022,24-01-2022,SWAL CORPORATION LIMITED,OC,11016,10000000,300,7905165,Paid,OC11016,9564,17-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11016,10000000,691,7516991
6898,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11017,10000000,300,7905165,Paid,OC11017,8254,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11017,10000000,691,7516991
8169,3.00E+20,10-01-2022,10-01-2022,24-01-2022,SWAL CORPORATION LIMITED,OC,11018,10000000,300,7905165,Paid,OC11018,9555,17-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11018,10000000,691,7516991
6869,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11019,10000000,300,7905165,Paid,OC11019,8225,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11019,10000000,691,7516991
8180,3.00E+20,10-01-2022,10-01-2022,24-01-2022,SWAL CORPORATION LIMITED,OC,11020,10000000,300,7905165,Paid,OC11020,9566,17-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11020,10000000,691,7516991
6915,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11021,10000000,300,7905165,Paid,OC11021,8271,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11021,10000000,691,7516991
8177,3.00E+20,10-01-2022,10-01-2022,24-01-2022,SWAL CORPORATION LIMITED,OC,11022,10000000,300,7905165,Paid,OC11022,9563,17-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11022,10000000,691,7516991
6840,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11023,10000000,300,7905165,Paid,OC11023,8196,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11023,10000000,691,7516991
8157,3.00E+20,10-01-2022,10-01-2022,24-01-2022,SWAL CORPORATION LIMITED,OC,11024,10000000,300,7905165,Paid,OC11024,9543,17-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11024,10000000,691,7516991
6926,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11025,10000000,300,7905165,Paid,OC11025,8282,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11025,10000000,691,7516991
8168,3.00E+20,10-01-2022,10-01-2022,24-01-2022,SWAL CORPORATION LIMITED,OC,11026,10000000,300,7905165,Paid,OC11026,9554,17-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11026,10000000,691,7516991
6874,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11027,10000000,300,7905165,Paid,OC11027,8230,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11027,10000000,691,7516991
8165,3.00E+20,10-01-2022,10-01-2022,24-01-2022,SWAL CORPORATION LIMITED,OC,11028,10000000,300,7905165,Paid,OC11028,9551,17-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11028,10000000,691,7516991
6927,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11029,10000000,300,7905165,Paid,OC11029,8283,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11029,10000000,691,7516991
8175,3.00E+20,10-01-2022,10-01-2022,24-01-2022,SWAL CORPORATION LIMITED,OC,11030,10000000,300,7905165,Paid,OC11030,9561,17-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11030,10000000,691,7516991
6863,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11031,10000000,300,7905165,Paid,OC11031,8219,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11031,10000000,691,7516991
8159,3.00E+20,10-01-2022,10-01-2022,24-01-2022,SWAL CORPORATION LIMITED,OC,11032,10000000,300,7905165,Paid,OC11032,9545,17-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11032,10000000,691,7516991
6864,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11033,10000000,300,7905165,Paid,OC11033,8220,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11033,10000000,691,7516991
8179,3.00E+20,10-01-2022,10-01-2022,24-01-2022,SWAL CORPORATION LIMITED,OC,11034,10000000,300,7905165,Paid,OC11034,9565,17-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11034,10000000,691,7516991
6865,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11035,10000000,300,7905165,Paid,OC11035,8221,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11035,10000000,691,7516991
8167,3.00E+20,10-01-2022,10-01-2022,24-01-2022,SWAL CORPORATION LIMITED,OC,11036,10000000,300,7905165,Paid,OC11036,9553,17-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11036,10000000,691,7516991
6924,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11037,10000000,300,7905165,Paid,OC11037,8280,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11037,10000000,691,7516991
8173,3.00E+20,10-01-2022,10-01-2022,24-01-2022,SWAL CORPORATION LIMITED,OC,11038,10000000,300,7905165,Paid,OC11038,9559,17-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11038,10000000,691,7516991
6834,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11039,10000000,300,7905165,Paid,OC11039,8190,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11039,10000000,691,7516991
8162,3.00E+20,10-01-2022,10-01-2022,24-01-2022,SWAL CORPORATION LIMITED,OC,11040,10000000,300,7905165,Paid,OC11040,9548,17-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11040,10000000,691,7516991
6849,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11041,10000000,300,7905165,Paid,OC11041,8205,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11041,10000000,691,7516991
8160,3.00E+20,10-01-2022,10-01-2022,24-01-2022,SWAL CORPORATION LIMITED,OC,11042,10000000,300,7905165,Paid,OC11042,9546,17-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11042,10000000,691,7516991
6902,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11043,10000000,300,7905165,Paid,OC11043,8258,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11043,10000000,691,7516991
8183,3.00E+20,10-01-2022,10-01-2022,24-01-2022,SWAL CORPORATION LIMITED,OC,11044,10000000,300,7905165,Paid,OC11044,9569,17-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11044,10000000,691,7516991
6907,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11045,10000000,300,7905165,Paid,OC11045,8263,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11045,10000000,691,7516991
8171,3.00E+20,10-01-2022,10-01-2022,24-01-2022,SWAL CORPORATION LIMITED,OC,11046,10000000,300,7905165,Paid,OC11046,9557,17-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11046,10000000,691,7516991
6931,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11047,10000000,300,7905165,Paid,OC11047,8287,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11047,10000000,691,7516991
8172,3.00E+20,10-01-2022,10-01-2022,24-01-2022,SWAL CORPORATION LIMITED,OC,11048,10000000,300,7905165,Paid,OC11048,9558,17-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11048,10000000,691,7516991
6850,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11049,10000000,300,7905165,Paid,OC11049,8206,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11049,10000000,691,7516991
8161,3.00E+20,10-01-2022,10-01-2022,24-01-2022,SWAL CORPORATION LIMITED,OC,11050,10000000,300,7905165,Paid,OC11050,9547,17-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11050,10000000,691,7516991
6903,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11051,10000000,300,7905165,Paid,OC11051,8259,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11051,10000000,691,7516991
8184,3.00E+20,10-01-2022,10-01-2022,24-01-2022,SWAL CORPORATION LIMITED,OC,11052,10000000,300,7905165,Paid,OC11052,9570,17-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11052,10000000,691,7516991
6885,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11053,10000000,300,7905165,Paid,OC11053,8241,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11053,10000000,691,7516991
8181,3.00E+20,10-01-2022,10-01-2022,24-01-2022,SWAL CORPORATION LIMITED,OC,11054,10000000,300,7905165,Paid,OC11054,9567,17-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11054,10000000,691,7516991
6839,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11055,10000000,300,7905165,Paid,OC11055,8195,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11055,10000000,691,7516991
8174,3.00E+20,10-01-2022,10-01-2022,24-01-2022,SWAL CORPORATION LIMITED,OC,11056,10000000,300,7905165,Paid,OC11056,9560,17-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11056,10000000,691,7516991
6888,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11057,10000000,300,7905165,Paid,OC11057,8244,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11057,10000000,691,7516991
8170,3.00E+20,10-01-2022,10-01-2022,24-01-2022,SWAL CORPORATION LIMITED,OC,11058,10000000,300,7905165,Paid,OC11058,9556,17-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11058,10000000,691,7516991
6899,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11059,10000000,300,7905165,Paid,OC11059,8255,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11059,10000000,691,7516991
8164,3.00E+20,10-01-2022,10-01-2022,24-01-2022,SWAL CORPORATION LIMITED,OC,11060,10000000,300,7905165,Paid,OC11060,9550,17-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11060,10000000,691,7516991
6870,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11061,10000000,300,7905165,Paid,OC11061,8226,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11061,10000000,691,7516991
8063,3.00E+20,10-01-2022,10-01-2022,24-01-2022,RAHUL JAGANNATH JOSHI,OC,11062,10000000,300,7905165,Paid,OC11062,9224,14-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11062,10000000,691,7516991
6881,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11063,10000000,300,7905165,Paid,OC11063,8237,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11063,10000000,691,7516991
8066,3.00E+20,10-01-2022,10-01-2022,24-01-2022,RAHUL JAGANNATH JOSHI,OC,11064,10000000,300,7905165,Paid,OC11064,9227,14-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11064,10000000,691,7516991
6851,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11065,10000000,300,7905165,Paid,OC11065,8207,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11065,10000000,691,7516991
8065,3.00E+20,10-01-2022,10-01-2022,24-01-2022,RAHUL JAGANNATH JOSHI,OC,11066,10000000,300,7905165,Paid,OC11066,9226,14-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11066,10000000,691,7516991
6847,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11067,10000000,300,7905165,Paid,OC11067,8203,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11067,10000000,691,7516991
8067,3.00E+20,10-01-2022,10-01-2022,24-01-2022,RAHUL JAGANNATH JOSHI,OC,11068,10000000,300,7905165,Paid,OC11068,9228,14-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11068,10000000,691,7516991
6852,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11069,10000000,300,7905165,Paid,OC11069,8208,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11069,10000000,691,7516991
8064,3.00E+20,10-01-2022,10-01-2022,24-01-2022,RAHUL JAGANNATH JOSHI,OC,11070,10000000,300,7905165,Paid,OC11070,9225,14-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11070,10000000,691,7516991
6882,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11071,10000000,300,7905165,Paid,OC11071,8238,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11071,10000000,691,7516991
7984,3.00E+20,10-01-2022,10-01-2022,24-01-2022,HARMESH RAHUL JOSHI,OC,11072,10000000,300,7905165,Paid,OC11072,9229,14-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11072,10000000,691,7516991
6883,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11073,10000000,300,7905165,Paid,OC11073,8239,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11073,10000000,691,7516991
7987,3.00E+20,10-01-2022,10-01-2022,24-01-2022,HARMESH RAHUL JOSHI,OC,11074,10000000,300,7905165,Paid,OC11074,9232,14-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11074,10000000,691,7516991
6884,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11075,10000000,300,7905165,Paid,OC11075,8240,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11075,10000000,691,7516991
7985,3.00E+20,10-01-2022,10-01-2022,24-01-2022,HARMESH RAHUL JOSHI,OC,11076,10000000,300,7905165,Paid,OC11076,9230,14-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11076,10000000,691,7516991
6848,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11077,10000000,300,7905165,Paid,OC11077,8204,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11077,10000000,691,7516991
7988,3.00E+20,10-01-2022,10-01-2022,24-01-2022,HARMESH RAHUL JOSHI,OC,11078,10000000,300,7905165,Paid,OC11078,9233,14-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11078,10000000,691,7516991
6920,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11079,10000000,300,7905165,Paid,OC11079,8276,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11079,10000000,691,7516991
7986,3.00E+20,10-01-2022,10-01-2022,24-01-2022,HARMESH RAHUL JOSHI,OC,11080,10000000,300,7905165,Paid,OC11080,9231,14-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11080,10000000,691,7516991
6853,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11081,10000000,300,7905165,Paid,OC11081,8209,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11081,10000000,691,7516991
8247,3.00E+20,10-01-2022,10-01-2022,24-01-2022,VEDANTA LIMITED,OC,11082,10000000,300,7905165,Paid,OC11082,9247,14-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11082,10000000,691,5642191
6900,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11083,10000000,300,7905165,Paid,OC11083,8256,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11083,10000000,691,7516991
8243,3.00E+20,10-01-2022,10-01-2022,24-01-2022,VEDANTA LIMITED,OC,11084,10000000,300,7905165,Paid,OC11084,9243,14-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11084,10000000,691,5642191
6901,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11085,10000000,300,7905165,Paid,OC11085,8257,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11085,10000000,691,7516991
8306,3.00E+20,10-01-2022,10-01-2022,24-01-2022,VEDANTA LIMITED,OC,11086,10000000,300,7905165,Paid,OC11086,9306,14-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11086,10000000,691,5642191
6918,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11087,10000000,300,7905165,Paid,OC11087,8274,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11087,10000000,691,7516991
8239,3.00E+20,10-01-2022,10-01-2022,24-01-2022,VEDANTA LIMITED,OC,11088,10000000,300,7905165,Paid,OC11088,9239,14-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11088,10000000,691,5642191
6910,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11089,10000000,300,7905165,Paid,OC11089,8266,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11089,10000000,691,7516991
8254,3.00E+20,10-01-2022,10-01-2022,24-01-2022,VEDANTA LIMITED,OC,11090,10000000,300,7905165,Paid,OC11090,9254,14-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11090,10000000,691,5642191
6867,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11091,10000000,300,7905165,Paid,OC11091,8223,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11091,10000000,691,7516991
8248,3.00E+20,10-01-2022,10-01-2022,24-01-2022,VEDANTA LIMITED,OC,11092,10000000,300,7905165,Paid,OC11092,9248,14-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11092,10000000,691,5642191
6911,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11093,10000000,300,7905165,Paid,OC11093,8267,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11093,10000000,691,7516991
8267,3.00E+20,10-01-2022,10-01-2022,24-01-2022,VEDANTA LIMITED,OC,11094,10000000,300,7905165,Paid,OC11094,9267,14-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11094,10000000,691,5642191
6872,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11095,10000000,300,7905165,Paid,OC11095,8228,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11095,10000000,691,7516991
8251,3.00E+20,10-01-2022,10-01-2022,24-01-2022,VEDANTA LIMITED,OC,11096,10000000,300,7905165,Paid,OC11096,9251,14-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11096,10000000,691,5642191
6854,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11097,10000000,300,7905165,Paid,OC11097,8210,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11097,10000000,691,7516991
8252,3.00E+20,10-01-2022,10-01-2022,24-01-2022,VEDANTA LIMITED,OC,11098,10000000,300,7905165,Paid,OC11098,9252,14-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11098,10000000,691,5642191
6855,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11099,10000000,300,7905165,Paid,OC11099,8211,10-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11099,10000000,691,7516991
8302,3.00E+20,10-01-2022,10-01-2022,24-01-2022,VEDANTA LIMITED,OC,11100,10000000,300,7905165,Paid,OC11100,9302,14-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11100,10000000,691,5642191
6810,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11101,10000000,300,7905165,Paid,OC11101,7992,06-01-2022,SHIVSENA,*******4444,OC,11101,10000000,300,3656179
8287,3.00E+20,10-01-2022,10-01-2022,24-01-2022,VEDANTA LIMITED,OC,11102,10000000,300,7905165,Paid,OC11102,9287,14-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11102,10000000,691,5642191
6825,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11103,10000000,300,7905165,Paid,OC11103,8007,06-01-2022,SHIVSENA,*******4444,OC,11103,10000000,300,3656179
8273,3.00E+20,10-01-2022,10-01-2022,24-01-2022,VEDANTA LIMITED,OC,11104,10000000,300,7905165,Paid,OC11104,9273,14-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11104,10000000,691,5642191
6833,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11105,10000000,300,7905165,Paid,OC11105,8015,06-01-2022,SHIVSENA,*******4444,OC,11105,10000000,300,3656179
8269,3.00E+20,10-01-2022,10-01-2022,24-01-2022,VEDANTA LIMITED,OC,11106,10000000,300,7905165,Paid,OC11106,9269,14-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11106,10000000,691,5642191
6813,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11107,10000000,300,7905165,Paid,OC11107,7995,06-01-2022,SHIVSENA,*******4444,OC,11107,10000000,300,3656179
8236,3.00E+20,10-01-2022,10-01-2022,24-01-2022,VEDANTA LIMITED,OC,11108,10000000,300,7905165,Paid,OC11108,9236,14-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11108,10000000,691,5642191
6814,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11109,10000000,300,7905165,Paid,OC11109,7996,06-01-2022,SHIVSENA,*******4444,OC,11109,10000000,300,3656179
8262,3.00E+20,10-01-2022,10-01-2022,24-01-2022,VEDANTA LIMITED,OC,11110,10000000,300,7905165,Paid,OC11110,9262,14-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11110,10000000,691,5642191
6809,3.00E+20,05-01-2022,05-01-2022,19-01-2022,QWIKSUPPLYCHAINPRIVATELIMITED,OC,11111,10000000,300,7905165,Paid,OC11111,7991,06-01-2022,SHIVSENA,*******4444,OC,11111,10000000,300,3656179
8294,3.00E+20,10-01-2022,10-01-2022,24-01-2022,VEDANTA LIMITED,OC,11112,10000000,300,7905165,Paid,OC11112,9294,14-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,11112,10000000,691,5642191
